Time [s],Gauge Pressure,Inspiratory differenrtial pressure,Expiratory differenrtial pressure
0,8257,8230,8187
0.00240600000000057,8257,8232,8187
0.0227329999999988,8268,8232,8187
0.0237139999999982,8271,8227,8192
0.0276999999999994,8273,8227,8187
0.0311419999999991,8279,8224,8187
0.0440219999999982,8288,8224,8190
0.0520899999999997,8285,8227,8190
0.0623939999999976,8299,8224,8187
0.0732359999999979,8304,8224,8187
0.0815059999999974,8310,8219,8192
0.0923890000000007,8320,8219,8198
0.104001,8329,8219,8195
0.110541999999999,8342,8217,8198
0.124590999999999,8345,8214,8195
0.131104999999998,8353,8214,8198
0.140112999999999,8361,8214,8203
0.150798999999999,8369,8214,8198
0.162454,8372,8212,8205
0.171036999999998,8379,8209,8203
0.184843999999998,8379,8209,8203
0.191074,8382,8209,8203
0.200091,8382,8209,8203
0.214230999999998,8385,8206,8203
0.223257999999998,8385,8209,8203
0.232278999999998,8385,8206,8205
0.241154999999999,8385,8206,8205
0.249760999999999,8387,8206,8200
0.260666000000001,8387,8206,8203
0.271895000000001,8385,8206,8200
0.280901999999998,8387,8206,8205
0.292362999999998,8385,8206,8200
0.301449999999999,8387,8206,8203
0.314055,8385,8204,8203
0.322844,8387,8206,8200
0.333327000000001,8385,8204,8203
0.343954,8387,8206,8205
0.354489999999998,8382,8206,8203
0.360790999999999,8382,8204,8203
0.371738000000001,8385,8204,8203
0.380136,8385,8204,8203
0.393937999999999,8385,8204,8205
0.400169999999999,8382,8206,8203
0.413986999999999,8377,8204,8203
0.420491999999999,8379,8204,8200
0.434429999999999,8385,8204,8200
0.440923999999999,8377,8206,8203
0.452582,8377,8204,8203
0.460957000000001,8372,8204,8200
0.471321,8369,8204,8203
0.482101,8369,8206,8200
0.493559999999999,8369,8204,8200
0.502662000000001,8366,8206,8200
0.513914,8366,8206,8203
0.524591000000001,8364,8209,8200
0.531103999999999,8366,8204,8200
0.542797999999998,8361,8206,8200
0.551538000000001,8364,8206,8203
0.563381,8361,8206,8198
0.57094,8361,8209,8200
0.582504999999998,8361,8209,8203
0.593240999999999,8364,8206,8198
0.602224,8361,8206,8198
