Time [s],Gauge Pressure [cmH2O],Inspiratory differenrtial pressure [cmH2O],Expiratory differenrtial pressure [cmH2O]
0,16.6069291260188,-0.118007894306335,-0.0750959327403949
0.00298199999999982,16.7463930011081,-0.118007894306335,-0.10727990391485
0.00719599999999998,16.9394968281548,-0.15019186548079,-0.0536399519574249
0.021973,17.0896886936356,-0.182375836655245,-0.0750959327403949
0.029388,17.2076965879419,-0.182375836655245,-0.0750959327403949
0.0305619999999998,17.3471604630312,-0.15019186548079,-0.0750959327403949
0.0393029999999999,17.497352328512,-0.15019186548079,-0.0750959327403949
0.0509940000000002,17.6475441939928,-0.182375836655245,-0.0750959327403949
0.057315,17.8406480210395,-0.15019186548079,-0.0750959327403949
0.0684109999999998,18.0122958673033,-0.182375836655245,-0.0750959327403949
0.0773199999999998,18.1303037616096,-0.182375836655245,-0.0750959327403949
0.0908569999999997,18.248311655916,-0.182375836655245,-0.10727990391485
0.09721,18.3663195502223,-0.182375836655245,-0.0750959327403949
0.10838,18.4521434733542,-0.15019186548079,-0.10727990391485
0.119238,18.5701513676605,-0.118007894306335,-0.10727990391485
0.130355,18.6345193100094,-0.15019186548079,-0.10727990391485
0.139174,18.6881592619668,-0.118007894306335,-0.10727990391485
0.15047,18.7525272043158,-0.118007894306335,-0.10727990391485
0.159618,18.7525272043158,-0.15019186548079,-0.10727990391485
0.170656,18.7847111754902,-0.15019186548079,-0.12873588469782
0.179667,18.8168951466647,-0.118007894306335,-0.12873588469782
0.188098,18.8490791178391,-0.15019186548079,-0.10727990391485
0.197052,18.8168951466647,-0.118007894306335,-0.0750959327403949
0.210781,18.8812630890136,-0.182375836655245,-0.10727990391485
0.218653,18.8812630890136,-0.15019186548079,-0.10727990391485
0.227476,18.9027190697965,-0.15019186548079,-0.0750959327403949
0.238256,18.9670870121455,-0.182375836655245,-0.12873588469782
0.249525,18.9885429929284,-0.182375836655245,-0.0750959327403949
0.257332,19.1065508872348,-0.182375836655245,-0.10727990391485
0.267767,19.1494628488007,-0.182375836655245,-0.10727990391485
0.279074,19.2352867719326,-0.182375836655245,-0.0750959327403949
0.288131,19.3211106950645,-0.15019186548079,-0.0750959327403949
0.29949,19.4069346181963,-0.15019186548079,-0.10727990391485
0.310751,19.4713025605453,-0.15019186548079,-0.10727990391485
0.317126,19.5571264836771,-0.15019186548079,-0.10727990391485
0.328305,19.5893104548516,-0.15019186548079,-0.0750959327403949
0.336523,19.7287743299409,-0.118007894306335,-0.0750959327403949
0.349295,19.8360542338557,-0.118007894306335,-0.0750959327403949
0.359678,19.9218781569876,-0.15019186548079,-0.10727990391485
0.368642,20.0077020801195,-0.15019186548079,-0.0750959327403949
0.379853,20.1257099744258,-0.15019186548079,-0.0750959327403949
0.388823,20.2437178687322,-0.15019186548079,-0.0750959327403949
0.397356,20.3617257630385,-0.118007894306335,-0.0750959327403949
0.408901,20.5119176285193,-0.118007894306335,-0.0750959327403949
0.420564,20.747933417132,-0.15019186548079,-0.0750959327403949
0.428613,20.9946771961361,-0.118007894306335,-0.0750959327403949
0.437029,21.1985090135743,-0.15019186548079,-0.10727990391485
0.447758,21.3808848502296,-0.118007894306335,-0.10727990391485
0.456592,21.5847166676678,-0.118007894306335,-0.10727990391485
0.470302,21.767092504323,-0.182375836655245,-0.12873588469782
0.478147,21.9494683409783,-0.15019186548079,-0.10727990391485
0.487195,22.0674762352846,-0.15019186548079,-0.10727990391485
0.495726,22.2176681007654,-0.15019186548079,-0.10727990391485
0.50727,22.3034920238973,-0.118007894306335,-0.10727990391485
0.516251,22.3893159470292,-0.15019186548079,-0.12873588469782
0.52781,22.475139870161,-0.182375836655245,-0.160919855872275
0.538924,22.5073238413355,-0.182375836655245,-0.12873588469782
0.547293,22.5073238413355,-0.182375836655245,-0.160919855872275
0.558013,22.5073238413355,-0.182375836655245,-0.160919855872275
0.569245,22.53950781251,-0.182375836655245,-0.160919855872275
0.578247,22.5609637932929,-0.182375836655245,-0.160919855872275
0.58982,22.53950781251,-0.182375836655245,-0.160919855872275
0.598247,22.5073238413355,-0.182375836655245,-0.12873588469782
0.607122,22.4536838893781,-0.182375836655245,-0.12873588469782
0.618705,22.3571319758547,-0.182375836655245,-0.12873588469782
0.62766,22.2498520719399,-0.15019186548079,-0.160919855872275
0.639273,22.0460202545016,-0.15019186548079,-0.160919855872275
0.650081,21.8529164274549,-0.15019186548079,-0.160919855872275
0.656174,21.7027245619741,-0.118007894306335,-0.12873588469782
0.667521,21.6169006388422,-0.15019186548079,-0.12873588469782
0.67917,21.5525326964933,-0.15019186548079,-0.12873588469782
0.689736,21.4988927445359,-0.118007894306335,-0.160919855872275
0.699962,21.4988927445359,-0.15019186548079,-0.12873588469782
0.708593,21.4988927445359,-0.118007894306335,-0.160919855872275
0.71943,21.5310767157104,-0.15019186548079,-0.160919855872275
0.728394,21.5310767157104,-0.118007894306335,-0.160919855872275
0.739431,21.6169006388422,-0.15019186548079,-0.160919855872275
0.747462,21.6169006388422,-0.15019186548079,-0.12873588469782
0.757876,21.6383566196252,-0.15019186548079,-0.12873588469782
0.766028,21.7349085331486,-0.15019186548079,-0.12873588469782
0.776832,21.767092504323,-0.15019186548079,-0.160919855872275
0.79086,21.8529164274549,-0.118007894306335,-0.12873588469782
0.821825,22.0460202545016,-0.15019186548079,-0.12873588469782
0.822242,22.185484129591,-0.15019186548079,-0.160919855872275
0.822519,22.2498520719399,-0.15019186548079,-0.12873588469782
0.827986,22.3571319758547,-0.15019186548079,-0.12873588469782
0.838387,22.4214999182036,-0.182375836655245,-0.12873588469782
0.848661,22.53950781251,-0.182375836655245,-0.160919855872275
0.857152,22.5931477644674,-0.182375836655245,-0.10727990391485
0.868161,22.7218836491652,-0.182375836655245,-0.12873588469782
0.879308,22.850619533863,-0.15019186548079,-0.12873588469782
0.888128,22.9900834089523,-0.182375836655245,-0.12873588469782
0.899748,23.1080913032587,-0.182375836655245,-0.12873588469782
0.906243,23.2904671399139,-0.15019186548079,-0.160919855872275
0.917291,23.3762910630458,-0.182375836655245,-0.12873588469782
0.926295,23.558666899701,-0.182375836655245,-0.160919855872275
0.940113,23.6766747940074,-0.182375836655245,-0.160919855872275
0.948702,23.7410427363563,-0.118007894306335,-0.10727990391485
0.957256,23.8912346018371,-0.118007894306335,-0.160919855872275
0.965559,23.955602544186,-0.0965519135233649,-0.160919855872275
0.976613,24.0092424961434,-0.118007894306335,-0.12873588469782
0.987197,24.0736104384923,-0.118007894306335,-0.160919855872275
0.996169,24.0736104384923,-0.118007894306335,-0.160919855872275
1.007317,24.0414264673179,-0.118007894306335,-0.160919855872275
1.018869,23.9234185730115,-0.118007894306335,-0.19310382704673
1.027791,23.7946826883137,-0.118007894306335,-0.160919855872275
1.036734,23.6766747940074,-0.0965519135233649,-0.160919855872275
1.045654,23.4728429765692,-0.15019186548079,-0.160919855872275
1.057079,23.1939152263905,-0.15019186548079,-0.12873588469782
1.068079,22.9364434569949,-0.15019186548079,-0.160919855872275
1.076868,22.6253317356418,-0.15019186548079,-0.160919855872275
1.088159,22.3893159470292,-0.15019186548079,-0.12873588469782
1.096975,22.0674762352846,-0.15019186548079,-0.19310382704673
1.108423,21.6705405907997,-0.15019186548079,-0.160919855872275
1.117324,21.3272448982722,-0.118007894306335,-0.160919855872275
1.128048,20.9946771961361,-0.118007894306335,-0.19310382704673
1.136909,20.6621094940001,-0.15019186548079,-0.160919855872275
1.146409,20.2759018399066,-0.118007894306335,-0.160919855872275
1.155804,20.0077020801195,-0.118007894306335,-0.160919855872275
1.167471,19.6965903587664,-0.15019186548079,-0.160919855872275
1.178024,19.3854786374134,-0.15019186548079,-0.160919855872275
1.186783,19.0529109352773,-0.118007894306335,-0.160919855872275
1.197968,18.7525272043158,-0.15019186548079,-0.160919855872275
1.207034,18.5486953868775,-0.118007894306335,-0.160919855872275
1.218677,18.3663195502223,-0.15019186548079,-0.160919855872275
1.227664,17.7333681171247,-0.118007894306335,-0.160919855872275
1.239232,17.0575047224611,-0.15019186548079,-0.160919855872275
1.245074,16.3709133374061,-0.15019186548079,-0.160919855872275
1.258722,15.7165059235255,-0.182375836655245,-0.160919855872275
1.267706,15.0942824808194,-0.182375836655245,-0.160919855872275
1.278518,14.6007949228111,-0.182375836655245,-0.160919855872275
1.287461,14.3433231534154,-0.182375836655245,-0.160919855872275
1.295147,14.1931312879346,-0.182375836655245,-0.160919855872275
1.309075,13.9678434897135,-0.182375836655245,-0.12873588469782
1.318058,13.7747396626667,-0.182375836655245,-0.12873588469782
1.326618,13.6567317683604,-0.15019186548079,-0.160919855872275
1.335599,13.5387238740541,-0.182375836655245,-0.160919855872275
1.347223,13.3885320085733,-0.182375836655245,-0.160919855872275
1.356187,13.1739722007436,-0.182375836655245,-0.12873588469782
1.367669,13.0023243544798,-0.0965519135233649,-0.12873588469782
1.376233,12.9165004313479,-0.118007894306335,-0.12873588469782
1.387462,12.8199485178246,-0.118007894306335,-0.160919855872275
1.396377,12.6697566523438,-0.118007894306335,-0.160919855872275
1.407403,12.49810880608,-0.118007894306335,-0.160919855872275
1.418144,12.2835489982503,-0.118007894306335,-0.160919855872275
1.426949,12.0797171808121,-0.118007894306335,-0.12873588469782
1.438155,11.7256934978931,-0.118007894306335,-0.12873588469782
1.446281,11.2429339302763,-0.118007894306335,-0.160919855872275
1.457581,10.7923583338339,-0.118007894306335,-0.12873588469782
1.46632,10.3846946989575,-0.15019186548079,-0.12873588469782
1.475365,10.0092150352555,-0.15019186548079,-0.12873588469782
1.486662,9.7195592946854,-0.15019186548079,-0.12873588469782
1.495543,9.4299035541153,-0.118007894306335,-0.12873588469782
1.506588,9.22607173667709,-0.15019186548079,-0.12873588469782
1.51569,8.99005594806442,-0.15019186548079,-0.12873588469782
1.526274,8.71112819788581,-0.118007894306335,-0.160919855872275
1.537951,8.36783250535829,-0.15019186548079,-0.160919855872275
1.546992,8.06744877439671,-0.15019186548079,-0.160919855872275
1.558613,7.7885210242181,-0.15019186548079,-0.160919855872275
1.567632,7.498865283648,-0.118007894306335,-0.160919855872275
1.579066,7.28430547581831,-0.118007894306335,-0.12873588469782
1.587818,7.08047365838009,-0.118007894306335,-0.160919855872275
1.593548,6.90882581211633,-0.0965519135233649,-0.160919855872275
1.607125,6.64062605232921,-0.0965519135233649,-0.160919855872275
1.618311,6.47970619645693,-0.0965519135233649,-0.12873588469782
1.626199,6.30805835019317,-0.0429119615659399,-0.10727990391485
1.634764,6.10422653275496,-0.010727990391485,-0.12873588469782
1.64945,5.95403466727417,-0.010727990391485,-0.10727990391485
1.657877,5.77165883061892,0.010727990391485,-0.12873588469782
1.667869,5.6429229459211,0.0429119615659399,-0.12873588469782
1.676448,5.5034590708318,0.0429119615659399,-0.10727990391485
1.687265,5.33181122456804,0.0965519135233649,-0.10727990391485
1.69806,5.06361146478091,0.12873588469782,-0.12873588469782
1.706864,4.91341959930012,0.15019186548079,-0.12873588469782
1.715477,4.75249974342785,0.182375836655245,-0.12873588469782
1.726623,4.54866792598963,0.23601578861267,-0.10727990391485
1.737847,4.46284400285775,0.268199759787125,-0.12873588469782
1.746826,4.40920405090033,0.32183971174455,-0.10727990391485
1.758413,4.29119615659399,0.34329569252752,-0.12873588469782
1.764795,4.17318826228766,0.375479663701974,-0.160919855872275
1.776015,4.1410042911132,0.34329569252752,-0.12873588469782
1.78452,4.05518036798132,0.375479663701974,-0.10727990391485
1.797924,4.17318826228766,0.375479663701974,-0.10727990391485
1.803876,4.0015404160239,0.429119615659399,-0.160919855872275
1.81469,3.96935644484944,0.407663634876429,-0.10727990391485
1.828419,3.96935644484944,0.407663634876429,-0.0750959327403949
1.834648,4.0015404160239,0.482759567616824,-0.10727990391485
1.843284,3.9264444832835,0.429119615659399,-0.160919855872275
1.854763,3.77625261780272,0.482759567616824,-0.160919855872275
1.868343,3.40077295410074,0.504215548399794,-0.12873588469782
1.877316,3.36858898292629,0.504215548399794,-0.0750959327403949
1.886331,3.28276505979441,0.568583490748704,-0.10727990391485
1.895287,3.28276505979441,0.622223442706129,-0.0750959327403949
1.906516,3.36858898292629,0.568583490748704,-0.12873588469782
1.915429,3.5724208003645,0.622223442706129,-0.0750959327403949
1.926331,3.33640501175183,0.590039471531674,-0.12873588469782
1.935281,3.36858898292629,0.622223442706129,-0.10727990391485
1.946837,3.40077295410074,0.675863394663554,-0.10727990391485
1.955626,3.36858898292629,0.675863394663554,-0.160919855872275
1.967031,3.33640501175183,0.675863394663554,-0.160919855872275
1.977648,3.33640501175183,0.675863394663554,-0.12873588469782
1.986591,3.16475716548807,0.729503346620979,-0.160919855872275
1.997778,2.90728539609243,0.761687317795434,-0.160919855872275
2.008048,2.82146147296055,0.729503346620979,-0.12873588469782
2.014002,2.56398970356491,0.836783250535829,-0.10727990391485
2.024832,2.12414209751403,0.836783250535829,-0.19310382704673
2.035343,2.24214999182036,0.901151192884739,-0.12873588469782
2.047146,2.03831817438215,0.922607173667709,-0.160919855872275
2.055778,2.0705021455566,0.976247125625134,-0.12873588469782
2.067296,1.57701458754829,1.00843109679959,-0.12873588469782
2.073791,1.69502248185463,1.06207104875701,-0.160919855872275
2.087296,1.69502248185463,1.09425501993147,-0.160919855872275
2.09559,1.72720645302908,1.00843109679959,-0.12873588469782
2.107157,1.23371889502077,1.16935095267186,-0.160919855872275
2.117685,1.57701458754829,1.11571100071444,-0.19310382704673
2.126574,1.2873588469782,1.14789497188889,-0.10727990391485
2.137454,1.31954281815265,1.24444688541226,-0.0750959327403949
2.144055,1.16935095267186,1.14789497188889,-0.10727990391485
2.155301,1.06207104875701,1.16935095267186,-0.0536399519574249
2.165824,1.46973468363344,1.24444688541226,-0.10727990391485
2.173953,1.06207104875701,1.31954281815265,-0.160919855872275
